Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which element has atomic number 20?,Cadmium,Xenon,Calcium,Potassium,C,The element with atomic number 20 is Calcium.,Science,Periodic Table
Which element has atomic number 47?,Krypton,Xenon,Sodium,Silver,D,The element with atomic number 47 is Silver.,Science,Periodic Table
Which statement correctly describes resistance in an electrical circuit?,the spontaneous emission of radiation from unstable atomic nuclei,the bouncing back of light when it hits a surface,the distance between successive crests of a wave,"a property that opposes the flow of electric current, measured in ohms",D,"By definition, resistance in an electrical circuit is: a property that opposes the flow of electric current, measured in ohms",Science,Physics
What is white blood cells?,an organ that breaks down food using acid and enzymes as part of digestion,"blood cells that are part of the immune system, helping to fight infection",an enzyme that helps break down starches into sugars during digestion,the system consisting of the heart and blood vessels that transports blood throughout the body,B,"white blood cells is: blood cells that are part of the immune system, helping to fight infection",Science,Human Body
What is carbohydrates?,macronutrients that serve as the body's main source of energy,"a diet containing the right proportions of carbohydrates, proteins, fats, vitamins, and minerals",a muscular organ that pumps blood throughout the body via the circulatory system,"organs that filter waste products from the blood and regulate fluid balance, producing urine",A,carbohydrates is: macronutrients that serve as the body's main source of energy,Science,Human Body
"Fill in the blank: ______ refers to ""the bending of light as it passes from one medium to another with a different density"".",the electromagnetic spectrum,light reflection,light refraction,Newton's First Law of Motion,C,light refraction refers to: the bending of light as it passes from one medium to another with a different density,Science,Physics
"Which term matches this description: ""the movement of water molecules through a semi-permeable membrane from a region of lower solute concentration to higher concentration""?",a consumer in an ecosystem,symbiosis,a producer in an ecosystem,osmosis,D,The description matches osmosis: the movement of water molecules through a semi-permeable membrane from a region of lower solute concentration to higher concentration,Science,Biology
Which statement correctly describes density?,a measure of mass per unit volume of a substance,the rate at which work is done or energy is transferred,an instrument used to view objects too small to be seen with the naked eye,"the full range of electromagnetic radiation, from radio waves to gamma rays",A,"By definition, density is: a measure of mass per unit volume of a substance",Science,Physics
Which element has the chemical symbol 'Cd'?,Beryllium,Cadmium,Strontium,Germanium,B,The element with symbol Cd is Cadmium.,Science,Periodic Table
Which element has the chemical symbol 'Ne'?,Neon,Ruthenium,Indium,Selenium,A,The element with symbol Ne is Neon.,Science,Periodic Table
Which element has the chemical symbol 'Br'?,Vanadium,Bromine,Selenium,Silicon,B,The element with symbol Br is Bromine.,Science,Periodic Table
What is proteins?,"a mineral essential for producing haemoglobin, which carries oxygen in the blood",macronutrients made of amino acids that are essential for building and repairing body tissue,"organs that filter waste products from the blood and regulate fluid balance, producing urine",the body's defence system against infections and diseases,B,proteins is: macronutrients made of amino acids that are essential for building and repairing body tissue,Science,Human Body
"Which term matches this description: ""an organ that breaks down food using acid and enzymes as part of digestion""?",a neuron,the stomach,red blood cells,the digestive enzyme amylase,B,The description matches the stomach: an organ that breaks down food using acid and enzymes as part of digestion,Science,Human Body
"Fill in the blank: ______ refers to ""an instrument used to view objects too small to be seen with the naked eye"".",a transformer,kinetic energy,a hygrometer,a microscope,D,a microscope refers to: an instrument used to view objects too small to be seen with the naked eye,Science,Physics
"Fill in the blank: ______ refers to ""a negatively charged subatomic particle that orbits the nucleus of an atom"".",a neutron,an electron,a proton,an exoskeleton,B,an electron refers to: a negatively charged subatomic particle that orbits the nucleus of an atom,Science,Physics/Chemistry
"Which term matches this description: ""an instrument used to measure and record the intensity of earthquakes""?",a seismograph,a parallel circuit,evaporation,sublimation,A,The description matches a seismograph: an instrument used to measure and record the intensity of earthquakes,Science,Physics
"Which term matches this description: ""the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff""?",the greenhouse effect,the carbon cycle,conservation of natural resources,water pollution,D,"The description matches water pollution: the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",Science,Environment
What is a barometer?,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another","a type of electromagnetic radiation with wavelengths longer than visible light, often felt as heat",an instrument used to measure atmospheric pressure,"a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",C,a barometer is: an instrument used to measure atmospheric pressure,Science,Physics
What is a pulley?,the bending of light as it passes from one medium to another with a different density,the rate of change of velocity of an object over time,a simple machine consisting of a wheel and rope used to lift heavy loads,"a physical phenomenon produced by the motion of electric charge, resulting in attractive and repulsive forces",C,a pulley is: a simple machine consisting of a wheel and rope used to lift heavy loads,Science,Physics
Which element has atomic number 92?,Tungsten,Uranium,Sodium,Silver,B,The element with atomic number 92 is Uranium.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a closed path through which electric current flows"".",a motor,a circuit,the law of conservation of energy,a series circuit,B,a circuit refers to: a closed path through which electric current flows,Science,Physics
"Fill in the blank: ______ refers to ""the largest organ of the human body, providing protection and helping regulate temperature"".",the human respiratory system,the skin,the human skeleton,muscles,B,"the skin refers to: the largest organ of the human body, providing protection and helping regulate temperature",Science,Human Body
What is a food chain?,a microscopic infectious agent that can only replicate inside the living cells of a host organism,a linear sequence showing how energy and nutrients pass from one organism to another,the movement of particles from a region of higher concentration to a region of lower concentration,an adaptation that allows an organism to blend into its surroundings to avoid predators,B,a food chain is: a linear sequence showing how energy and nutrients pass from one organism to another,Science,Biology
What is the atomic number of Scandium?,26,16,21,19,C,Scandium has the atomic number 21.,Science,Periodic Table
"Which term matches this description: ""a mineral essential for building and maintaining strong bones and teeth""?",the skin,iron's role in the body,a balanced diet,calcium's role in the body,D,The description matches calcium's role in the body: a mineral essential for building and maintaining strong bones and teeth,Science,Human Body
"Which term matches this description: ""the variety of life in a particular habitat or ecosystem""?",fossil fuels,the water cycle,global warming,biodiversity,D,The description matches biodiversity: the variety of life in a particular habitat or ecosystem,Science,Environment
What is photosynthesis's byproduct?,"oxygen, which is released into the atmosphere as a result of photosynthesis",an organism that obtains energy by eating other organisms,a group of organisms that can interbreed and produce fertile offspring,animals that feed exclusively on other animals,A,"photosynthesis's byproduct is: oxygen, which is released into the atmosphere as a result of photosynthesis",Science,Biology
What is acid rain?,precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides,"the process by which carbon moves between the atmosphere, oceans, soil, and living organisms",the responsible use and protection of natural resources to prevent depletion,"the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs",A,acid rain is: precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides,Science,Environment
Which statement correctly describes a telescope?,"a simple machine consisting of a flat surface set at an angle, used to raise objects with less force",a force that attracts two bodies with mass toward each other,"an instrument used to observe distant objects, especially celestial bodies, by collecting light","a property that opposes the flow of electric current, measured in ohms",C,"By definition, a telescope is: an instrument used to observe distant objects, especially celestial bodies, by collecting light",Science,Physics
Which element has the chemical symbol 'Sr'?,Plutonium,Strontium,Potassium,Rubidium,B,The element with symbol Sr is Strontium.,Science,Periodic Table
"Which term matches this description: ""a chemical reaction that releases energy, usually as heat""?",a mixture in chemistry,an exothermic reaction,a covalent bond,precipitation in chemistry,B,"The description matches an exothermic reaction: a chemical reaction that releases energy, usually as heat",Science,Chemistry
What is the lungs?,"the group of organs, including the lungs, responsible for breathing and gas exchange","a mineral essential for producing haemoglobin, which carries oxygen in the blood","organs used for breathing, where oxygen is taken in and carbon dioxide is expelled","the control centre of the nervous system, responsible for thought, memory, and coordinating body functions",C,"the lungs is: organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",Science,Human Body
Which statement correctly describes a thermometer?,an instrument used to measure temperature,the temperature at which a liquid turns into a solid,an instrument used to view objects too small to be seen with the naked eye,"the number of wave cycles that occur per unit of time, measured in hertz",A,"By definition, a thermometer is: an instrument used to measure temperature",Science,Physics
Which statement correctly describes work in physics?,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another","a material that resists the flow of electric current, such as rubber",the transfer of energy that occurs when a force moves an object over a distance,"a simple machine consisting of a flat surface set at an angle, used to raise objects with less force",C,"By definition, work in physics is: the transfer of energy that occurs when a force moves an object over a distance",Science,Physics
What is the chemical symbol for Antimony?,Sb,Mg,Ge,Rb,A,The chemical symbol for Antimony is Sb.,Science,Periodic Table
Which statement correctly describes a hygrometer?,"the law stating that for every action, there is an equal and opposite reaction",an instrument used to measure humidity in the air,the law stating that voltage equals current multiplied by resistance (V = IR),the temperature at which a liquid turns into a solid,B,"By definition, a hygrometer is: an instrument used to measure humidity in the air",Science,Physics
What is the atomic number of Rubidium?,40,37,39,34,B,Rubidium has the atomic number 37.,Science,Periodic Table
Which statement correctly describes the water cycle?,"non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas",precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides,"the continuous movement of water through evaporation, condensation, precipitation, and collection",the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,C,"By definition, the water cycle is: the continuous movement of water through evaporation, condensation, precipitation, and collection",Science,Environment
"Fill in the blank: ______ refers to ""an instrument used to measure and record the intensity of earthquakes"".",acceleration,a seismograph,boiling point,a lever,B,a seismograph refers to: an instrument used to measure and record the intensity of earthquakes,Science,Physics
What is the atomic number of Nitrogen?,8,2,10,7,D,Nitrogen has the atomic number 7.,Science,Periodic Table
Which element has atomic number 54?,Xenon,Helium,Indium,Uranium,A,The element with atomic number 54 is Xenon.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a substance that accepts hydrogen ions and has a pH greater than 7"".",oxidation,a base (alkali),a solute,distillation,B,a base (alkali) refers to: a substance that accepts hydrogen ions and has a pH greater than 7,Science,Chemistry
Which statement correctly describes calcium's role in the body?,"a mineral essential for producing haemoglobin, which carries oxygen in the blood",the force exerted by circulating blood against the walls of blood vessels,a mineral essential for building and maintaining strong bones and teeth,an organ that filters toxins from the blood and aids in digestion,C,"By definition, calcium's role in the body is: a mineral essential for building and maintaining strong bones and teeth",Science,Human Body
Which statement correctly describes oxidation?,"a mixture of two or more metals, or a metal and another element, combined to enhance properties",a chemical bond formed when two atoms share one or more pairs of electrons,a chemical reaction involving the loss of electrons by a substance,a tabular arrangement of chemical elements organised by atomic number and properties,C,"By definition, oxidation is: a chemical reaction involving the loss of electrons by a substance",Science,Chemistry
Which element has the chemical symbol 'Cu'?,Germanium,Gold,Copper,Krypton,C,The element with symbol Cu is Copper.,Science,Periodic Table
What is the chemical symbol for Nickel?,Ni,H,K,Mn,A,The chemical symbol for Nickel is Ni.,Science,Periodic Table
Which element has atomic number 30?,Zinc,Sodium,Gallium,Arsenic,A,The element with atomic number 30 is Zinc.,Science,Periodic Table
What is the atomic number of Chromium?,22,25,23,24,D,Chromium has the atomic number 24.,Science,Periodic Table
"Which term matches this description: ""a substance that accepts hydrogen ions and has a pH greater than 7""?",a solvent,filtration,an acid,a base (alkali),D,The description matches a base (alkali): a substance that accepts hydrogen ions and has a pH greater than 7,Science,Chemistry
"Which term matches this description: ""the law stating that force equals mass times acceleration (F = ma)""?",Newton's Second Law of Motion,a seismograph,a voltmeter,a parallel circuit,A,The description matches Newton's Second Law of Motion: the law stating that force equals mass times acceleration (F = ma),Science,Physics
What is the atomic number of Iron?,29,21,25,26,D,Iron has the atomic number 26.,Science,Periodic Table
"Which term matches this description: ""the energy stored in an object due to its position or state""?",a seismograph,a circuit,potential energy,nuclear fission,C,The description matches potential energy: the energy stored in an object due to its position or state,Science,Physics
"Fill in the blank: ______ refers to ""energy derived from sources that are naturally replenished, such as solar, wind, and hydro power"".",global warming,acid rain,the water cycle,renewable energy,D,"renewable energy refers to: energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",Science,Environment
What is the common name for the chemical compound with formula N2O?,Nitrogen gas,Methane,Nitrous oxide (laughing gas),Ammonia,C,N2O is the chemical formula for Nitrous oxide (laughing gas).,Science,Compounds
"Fill in the blank: ______ refers to ""a pure substance made of only one type of atom"".",oxidation,distillation,an element,an ionic bond,C,an element refers to: a pure substance made of only one type of atom,Science,Chemistry
"Fill in the blank: ______ refers to ""the responsible use and protection of natural resources to prevent depletion"".",the greenhouse effect,biodiversity,conservation of natural resources,acid rain,C,conservation of natural resources refers to: the responsible use and protection of natural resources to prevent depletion,Science,Environment
Which element has the chemical symbol 'In'?,Iodine,Indium,Germanium,Calcium,B,The element with symbol In is Indium.,Science,Periodic Table
What is the atomic number of Neon?,13,10,11,8,B,Neon has the atomic number 10.,Science,Periodic Table
What is the atomic number of Radium?,83,86,88,90,C,Radium has the atomic number 88.,Science,Periodic Table
What is the chemical symbol for Potassium?,K,U,Nb,Mg,A,The chemical symbol for Potassium is K.,Science,Periodic Table
"Which term matches this description: ""a diet containing the right proportions of carbohydrates, proteins, fats, vitamins, and minerals""?",the human circulatory system,red blood cells,a balanced diet,blood pressure,C,"The description matches a balanced diet: a diet containing the right proportions of carbohydrates, proteins, fats, vitamins, and minerals",Science,Human Body
What is static electricity?,"the law stating that for every action, there is an equal and opposite reaction","vibrations that travel through a medium such as air, allowing us to hear",the buildup of electric charge on the surface of an object,"an electrical circuit in which components are connected end-to-end, so current flows through one path",C,static electricity is: the buildup of electric charge on the surface of an object,Science,Physics
"Which term matches this description: ""the system consisting of the heart and blood vessels that transports blood throughout the body""?",the eye's retina,the human nervous system,muscles,the human circulatory system,D,The description matches the human circulatory system: the system consisting of the heart and blood vessels that transports blood throughout the body,Science,Human Body
Which element has the chemical symbol 'Ca'?,Tungsten,Calcium,Barium,Manganese,B,The element with symbol Ca is Calcium.,Science,Periodic Table
"Fill in the blank: ______ refers to ""the group of organs, including the lungs, responsible for breathing and gas exchange"".",the eye's retina,muscles,the human skeleton,the human respiratory system,D,"the human respiratory system refers to: the group of organs, including the lungs, responsible for breathing and gas exchange",Science,Human Body
"Fill in the blank: ______ refers to ""the force applied per unit area"".",pressure,a motor,Newton's Second Law of Motion,sublimation,A,pressure refers to: the force applied per unit area,Science,Physics
"Fill in the blank: ______ refers to ""the law stating that an object remains at rest or in uniform motion unless acted upon by an external force"".",an inclined plane,electric current,Newton's First Law of Motion,a generator,C,Newton's First Law of Motion refers to: the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,Science,Physics
Which element has the chemical symbol 'Mn'?,Caesium,Gallium,Nickel,Manganese,D,The element with symbol Mn is Manganese.,Science,Periodic Table
Which statement correctly describes an isotope?,a reddish-brown compound formed when iron reacts with oxygen and moisture over time,atoms of the same element with the same number of protons but a different number of neutrons,a process used to separate solid particles from a liquid or gas using a filter,a tabular arrangement of chemical elements organised by atomic number and properties,B,"By definition, an isotope is: atoms of the same element with the same number of protons but a different number of neutrons",Science,Chemistry
"Fill in the blank: ______ refers to ""the contamination of air by harmful substances such as smoke, dust, and gases"".",fossil fuels,composting,the carbon cycle,air pollution,D,"air pollution refers to: the contamination of air by harmful substances such as smoke, dust, and gases",Science,Environment
Which statement correctly describes the skin?,"the largest organ of the human body, providing protection and helping regulate temperature","a mineral essential for producing haemoglobin, which carries oxygen in the blood",body tissues capable of contracting to produce movement,"the group of organs, including the lungs, responsible for breathing and gas exchange",A,"By definition, the skin is: the largest organ of the human body, providing protection and helping regulate temperature",Science,Human Body
"Fill in the blank: ______ refers to ""the green pigment in plants that absorbs sunlight for photosynthesis"".",carnivores,chlorophyll,a producer in an ecosystem,pollination,B,chlorophyll refers to: the green pigment in plants that absorbs sunlight for photosynthesis,Science,Biology
Which statement correctly describes water pollution?,the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,"the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff","the process by which carbon moves between the atmosphere, oceans, soil, and living organisms",the responsible use and protection of natural resources to prevent depletion,B,"By definition, water pollution is: the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",Science,Environment
"Which term matches this description: ""the force exerted by circulating blood against the walls of blood vessels""?",the human circulatory system,blood pressure,the skin,calcium's role in the body,B,The description matches blood pressure: the force exerted by circulating blood against the walls of blood vessels,Science,Human Body
"Which term matches this description: ""a medical process that stimulates the immune system to protect against a specific infectious disease""?",vaccination,Gregor Mendel,Charles Darwin's theory of evolution,the discovery of penicillin,A,The description matches vaccination: a medical process that stimulates the immune system to protect against a specific infectious disease,Science,Discoveries
What is a series circuit?,"an electrical circuit in which components are connected across common points, providing multiple current paths",a force that opposes the relative motion of two surfaces in contact,"an electrical circuit in which components are connected end-to-end, so current flows through one path",the temperature at which a liquid turns into a gas,C,"a series circuit is: an electrical circuit in which components are connected end-to-end, so current flows through one path",Science,Physics
What is the common name for the chemical compound with formula SO2?,Hydrochloric acid,Sulfur dioxide,Ammonia,Copper sulfate,B,SO2 is the chemical formula for Sulfur dioxide.,Science,Compounds
Which statement correctly describes a habitat?,the natural environment in which an organism lives,animals that eat both plants and other animals,a trait that helps an organism survive and reproduce in its environment,an adaptation that allows an organism to blend into its surroundings to avoid predators,A,"By definition, a habitat is: the natural environment in which an organism lives",Science,Biology
What is crystallization?,a substance that donates hydrogen ions and has a pH less than 7,a chemical bond formed when two atoms share one or more pairs of electrons,a process by which a solid forms from a solution as it cools or evaporates,a homogeneous mixture formed when a solute dissolves in a solvent,C,crystallization is: a process by which a solid forms from a solution as it cools or evaporates,Science,Chemistry
"Which term matches this description: ""the largest organ of the human body, providing protection and helping regulate temperature""?",the human circulatory system,the pancreas,vitamins,the skin,D,"The description matches the skin: the largest organ of the human body, providing protection and helping regulate temperature",Science,Human Body
What is the atomic number of Barium?,55,57,59,56,D,Barium has the atomic number 56.,Science,Periodic Table
Which statement correctly describes precipitation in chemistry?,a chemical bond formed through the electrostatic attraction between oppositely charged ions,a substance that speeds up a chemical reaction without being consumed in the process,atoms of the same element with the same number of protons but a different number of neutrons,the formation of a solid from a solution during a chemical reaction,D,"By definition, precipitation in chemistry is: the formation of a solid from a solution during a chemical reaction",Science,Chemistry
What is the greenhouse effect?,"the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs","the contamination of air by harmful substances such as smoke, dust, and gases","the process by which certain gases trap heat in Earth's atmosphere, warming the planet","the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",C,"the greenhouse effect is: the process by which certain gases trap heat in Earth's atmosphere, warming the planet",Science,Environment
"Fill in the blank: ______ refers to ""a force that opposes the relative motion of two surfaces in contact"".",a series circuit,friction,a parallel circuit,acceleration,B,friction refers to: a force that opposes the relative motion of two surfaces in contact,Science,Physics
What is the food web?,"oxygen, which is released into the atmosphere as a result of photosynthesis","single-celled microorganisms that can be found in almost every environment, some beneficial and some pathogenic",an interconnected network of multiple food chains within an ecosystem,the natural environment in which an organism lives,C,the food web is: an interconnected network of multiple food chains within an ecosystem,Science,Biology
"Which term matches this description: ""a positively charged subatomic particle found in the nucleus of an atom""?",a proton,calcium's role in the body,carbohydrates,kinetic energy,A,The description matches a proton: a positively charged subatomic particle found in the nucleus of an atom,Science,Physics/Chemistry
"Which term matches this description: ""a process used to separate components of a liquid mixture based on differences in boiling points""?",the pH scale,distillation,crystallization,rust,B,The description matches distillation: a process used to separate components of a liquid mixture based on differences in boiling points,Science,Chemistry
What is a solution in chemistry?,a pure substance made of only one type of atom,a combination of two or more substances that are not chemically bonded together,a homogeneous mixture formed when a solute dissolves in a solvent,a chemical bond formed when two atoms share one or more pairs of electrons,C,a solution in chemistry is: a homogeneous mixture formed when a solute dissolves in a solvent,Science,Chemistry
"Which term matches this description: ""a chemical bond formed when two atoms share one or more pairs of electrons""?",chromatography,an isotope,oxidation,a covalent bond,D,The description matches a covalent bond: a chemical bond formed when two atoms share one or more pairs of electrons,Science,Chemistry
"Fill in the blank: ______ refers to ""a device that transfers electrical energy between circuits, typically changing voltage levels"".",power in physics,a transformer,a scalar quantity,sublimation,B,"a transformer refers to: a device that transfers electrical energy between circuits, typically changing voltage levels",Science,Physics
"Which term matches this description: ""the energy possessed by an object due to its motion""?",kinetic energy,a conductor,ultraviolet (UV) radiation,a thermometer,A,The description matches kinetic energy: the energy possessed by an object due to its motion,Science,Physics
What is the chemical symbol for Ruthenium?,Ra,Mn,Au,Ru,D,The chemical symbol for Ruthenium is Ru.,Science,Periodic Table
What is chlorophyll?,"an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem",the green pigment in plants that absorbs sunlight for photosynthesis,a microscopic infectious agent that can only replicate inside the living cells of a host organism,the natural environment in which an organism lives,B,chlorophyll is: the green pigment in plants that absorbs sunlight for photosynthesis,Science,Biology
"Fill in the blank: ______ refers to ""the law stating that force equals mass times acceleration (F = ma)"".",nuclear fission,a voltmeter,light reflection,Newton's Second Law of Motion,D,Newton's Second Law of Motion refers to: the law stating that force equals mass times acceleration (F = ma),Science,Physics
"Which term matches this description: ""the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations""?",biodiversity,conservation of natural resources,global warming,the carbon cycle,C,The description matches global warming: the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,Science,Environment
"Which term matches this description: ""the seasonal movement of animals from one region to another, often for breeding or feeding""?",a producer in an ecosystem,pollination,migration in animals,invertebrates,C,"The description matches migration in animals: the seasonal movement of animals from one region to another, often for breeding or feeding",Science,Biology
What is the atomic number of Antimony?,51,56,48,53,A,Antimony has the atomic number 51.,Science,Periodic Table
What is bacteria?,an adaptation that allows an organism to blend into its surroundings to avoid predators,"single-celled microorganisms that can be found in almost every environment, some beneficial and some pathogenic",a state of reduced activity that certain animals enter during winter to conserve energy,the process by which a seed develops into a new plant,B,"bacteria is: single-celled microorganisms that can be found in almost every environment, some beneficial and some pathogenic",Science,Biology
"Which term matches this description: ""an instrument used to view objects too small to be seen with the naked eye""?",a microscope,magnetism,the law of conservation of energy,a motor,A,The description matches a microscope: an instrument used to view objects too small to be seen with the naked eye,Science,Physics
What is the atomic number of Sodium?,11,10,16,6,A,Sodium has the atomic number 11.,Science,Periodic Table
"Which term matches this description: ""an instrument used to measure electric potential difference (voltage)""?",momentum,a voltmeter,electric current,friction,B,The description matches a voltmeter: an instrument used to measure electric potential difference (voltage),Science,Physics
What is the atomic number of Technetium?,46,43,42,38,B,Technetium has the atomic number 43.,Science,Periodic Table
What is a catalyst?,a substance that speeds up a chemical reaction without being consumed in the process,a process used to separate components of a liquid mixture based on differences in boiling points,atoms of the same element with the same number of protons but a different number of neutrons,a technique used to separate the components of a mixture based on their movement through a medium,A,a catalyst is: a substance that speeds up a chemical reaction without being consumed in the process,Science,Chemistry
What is the common name for the chemical compound with formula CaO?,Copper sulfate,Sodium chloride (table salt),Calcium oxide (quicklime),Acetic acid (vinegar),C,CaO is the chemical formula for Calcium oxide (quicklime).,Science,Compounds
Which element has the chemical symbol 'He'?,Helium,Yttrium,Cerium,Lithium,A,The element with symbol He is Helium.,Science,Periodic Table
What is filtration?,a chemical bond formed through the electrostatic attraction between oppositely charged ions,a substance that accepts hydrogen ions and has a pH greater than 7,a process used to separate components of a liquid mixture based on differences in boiling points,a process used to separate solid particles from a liquid or gas using a filter,D,filtration is: a process used to separate solid particles from a liquid or gas using a filter,Science,Chemistry
What is sound waves?,the rate of change of velocity of an object over time,the law stating that voltage equals current multiplied by resistance (V = IR),"vibrations that travel through a medium such as air, allowing us to hear","a property that opposes the flow of electric current, measured in ohms",C,"sound waves is: vibrations that travel through a medium such as air, allowing us to hear",Science,Physics
What is an insulator?,the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,the force applied per unit area,"a material that resists the flow of electric current, such as rubber","a physical quantity that has magnitude only, with no direction, such as speed or mass",C,"an insulator is: a material that resists the flow of electric current, such as rubber",Science,Physics
What is the chemical symbol for Aluminium?,I,Fe,Nb,Al,D,The chemical symbol for Aluminium is Al.,Science,Periodic Table
"Which term matches this description: ""a group of organisms that can interbreed and produce fertile offspring""?",an exoskeleton,photosynthesis,diffusion,a species,D,The description matches a species: a group of organisms that can interbreed and produce fertile offspring,Science,Biology
Which statement correctly describes Newton's Second Law of Motion?,the buildup of electric charge on the surface of an object,"an instrument used to observe distant objects, especially celestial bodies, by collecting light",an instrument used to measure and record the intensity of earthquakes,the law stating that force equals mass times acceleration (F = ma),D,"By definition, Newton's Second Law of Motion is: the law stating that force equals mass times acceleration (F = ma)",Science,Physics
Which element has atomic number 18?,Argon,Helium,Zirconium,Selenium,A,The element with atomic number 18 is Argon.,Science,Periodic Table
What is radioactivity?,"a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",the spontaneous emission of radiation from unstable atomic nuclei,the distance between successive crests of a wave,"an electrical circuit in which components are connected across common points, providing multiple current paths",B,radioactivity is: the spontaneous emission of radiation from unstable atomic nuclei,Science,Physics
"Which term matches this description: ""a hard external skeleton that supports and protects the body of an animal, such as in insects""?",herbivores,an exoskeleton,chlorophyll,invertebrates,B,"The description matches an exoskeleton: a hard external skeleton that supports and protects the body of an animal, such as in insects",Science,Biology
What is a habitat?,the process by which a seed develops into a new plant,the natural environment in which an organism lives,"an organism, usually a plant, that produces its own food through photosynthesis",the movement of water molecules through a semi-permeable membrane from a region of lower solute concentration to higher concentration,B,a habitat is: the natural environment in which an organism lives,Science,Biology
What is the chemical symbol for Molybdenum?,Li,Co,Mo,Ce,C,The chemical symbol for Molybdenum is Mo.,Science,Periodic Table
Which statement correctly describes the pancreas?,macronutrients that serve as the body's main source of energy,an organ that produces insulin and digestive enzymes,a nerve cell that transmits electrical and chemical signals in the nervous system,macronutrients made of amino acids that are essential for building and repairing body tissue,B,"By definition, the pancreas is: an organ that produces insulin and digestive enzymes",Science,Human Body
What is the atomic number of Silicon?,12,17,14,16,C,Silicon has the atomic number 14.,Science,Periodic Table
"Which term matches this description: ""a biological process where an animal undergoes significant physical transformation, such as a caterpillar becoming a butterfly""?",metamorphosis,a producer in an ecosystem,migration in animals,a decomposer,A,"The description matches metamorphosis: a biological process where an animal undergoes significant physical transformation, such as a caterpillar becoming a butterfly",Science,Biology
"Fill in the blank: ______ refers to ""tiny pores on the surface of leaves that allow gas exchange for photosynthesis and respiration"".",pollination,the stomata of a leaf,natural selection,a food chain,B,the stomata of a leaf refers to: tiny pores on the surface of leaves that allow gas exchange for photosynthesis and respiration,Science,Biology
"Fill in the blank: ______ refers to ""an electrical circuit in which components are connected end-to-end, so current flows through one path"".",velocity,Ohm's Law,a series circuit,a scalar quantity,C,"a series circuit refers to: an electrical circuit in which components are connected end-to-end, so current flows through one path",Science,Physics
What is herbivores?,"a hard external skeleton that supports and protects the body of an animal, such as in insects",animals that feed exclusively on plants,"a biological process where an animal undergoes significant physical transformation, such as a caterpillar becoming a butterfly",a unit of heredity made of DNA that determines specific traits passed from parents to offspring,B,herbivores is: animals that feed exclusively on plants,Science,Biology
Which statement correctly describes the liver?,the light-sensitive layer at the back of the eye that converts light into neural signals,a nerve cell that transmits electrical and chemical signals in the nervous system,an organ that filters toxins from the blood and aids in digestion,blood cells responsible for carrying oxygen from the lungs to the rest of the body,C,"By definition, the liver is: an organ that filters toxins from the blood and aids in digestion",Science,Human Body
"Which term matches this description: ""organs that filter waste products from the blood and regulate fluid balance, producing urine""?",the human nervous system,the human respiratory system,vitamins,the kidneys,D,"The description matches the kidneys: organs that filter waste products from the blood and regulate fluid balance, producing urine",Science,Human Body
Which element has atomic number 15?,Caesium,Molybdenum,Phosphorus,Fluorine,C,The element with atomic number 15 is Phosphorus.,Science,Periodic Table
What is the chemical symbol for Strontium?,Sr,Ba,Cu,N,A,The chemical symbol for Strontium is Sr.,Science,Periodic Table
"Which term matches this description: ""tiny pores on the surface of leaves that allow gas exchange for photosynthesis and respiration""?",the stomata of a leaf,herbivores,a virus,photosynthesis,A,The description matches the stomata of a leaf: tiny pores on the surface of leaves that allow gas exchange for photosynthesis and respiration,Science,Biology
Which element has the chemical symbol 'C'?,Cobalt,Carbon,Rhodium,Boron,B,The element with symbol C is Carbon.,Science,Periodic Table
What is the chemical formula for Ammonia?,CaCO3,N2,NaCl,NH3,D,The chemical formula for Ammonia is NH3.,Science,Compounds
