Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""a way to opt into a restricted variant of JavaScript that catches common coding mistakes and prevents unsafe actions"".",strict mode (in JavaScript),a JavaScript array method,npm (Node Package Manager),JavaScript's typeof operator,A,strict mode (in JavaScript) refers to: a way to opt into a restricted variant of JavaScript that catches common coding mistakes and prevents unsafe actions,Web Development,JavaScript
"Fill in the blank: ______ refers to ""a unique identifier for each record in a database table, ensuring no duplicate entries"".",a schema (in databases),a primary key (in web databases),database sharding,a NoSQL database (in web context),B,"a primary key (in web databases) refers to: a unique identifier for each record in a database table, ensuring no duplicate entries",Web Development,Databases
"Fill in the blank: ______ refers to ""a header that indicates the media type of the resource being sent, such as text/html or application/json"".",JWT (JSON Web Token),the 500 status code,a webhook (in web development),the Content-Type HTTP header,D,"the Content-Type HTTP header refers to: a header that indicates the media type of the resource being sent, such as text/html or application/json",Web Development,Backend
What is a CSS pseudo-element?,"a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",the practice of arranging and styling text on web pages for readability and visual appeal,"a CSS layout module designed to arrange items within a container efficiently, even with dynamic sizes",the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element,A,"a CSS pseudo-element is: a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",Web Development,CSS
Which HTML tag is used for creating an ordered (numbered) list?,<strong>,<hr>,<ol>,<input>,C,<ol> is used for creating an ordered (numbered) list.,Web Development,HTML Tags
Which statement correctly describes SQL injection?,"software that sits between a web server and application, processing requests before they reach their final destination","a small piece of data stored by a browser, used to remember information about a user across sessions","a device or program, such as a web browser, that requests resources or services from a server","a security vulnerability where malicious SQL code is inserted into a query, potentially compromising a database",D,"By definition, SQL injection is: a security vulnerability where malicious SQL code is inserted into a query, potentially compromising a database",Web Development,Backend
"Which term matches this description: ""a predictable state management library commonly used with React applications""?",Redux,props (in React),a hamburger menu,Angular,A,The description matches Redux: a predictable state management library commonly used with React applications,Web Development,Frontend
"Fill in the blank: ______ refers to ""a technique that delays loading of non-critical resources, such as images, until they are needed"".",a landing page,lazy loading,browser developer tools,a domain name,B,"lazy loading refers to: a technique that delays loading of non-critical resources, such as images, until they are needed",Web Development,General Web Development
What is a web framework?,a secondary navigation aid that shows a user's location within a website's hierarchy,"a set of built-in tools in web browsers used to inspect, debug, and test web page code","a software framework designed to support the development of web applications, providing reusable components and structure","a website that generates content in real time, often based on user interaction or database queries",C,"a web framework is: a software framework designed to support the development of web applications, providing reusable components and structure",Web Development,General Web Development
Which HTTP status code corresponds to: 'Created'?,404,201,405,502,B,HTTP 201: Created — the request has succeeded and a new resource has been created.,Web Development,HTTP Status Codes
What is Flask?,"a communication protocol that provides full-duplex communication channels over a single, long-lived connection","a web application framework written in Ruby, known for its convention-over-configuration philosophy","key-value pairs sent as part of an HTTP request or response, carrying metadata such as content type or caching rules",a lightweight Python web framework used for building web applications and APIs,D,Flask is: a lightweight Python web framework used for building web applications and APIs,Web Development,Backend
"Fill in the blank: ______ refers to ""short for 'properties', data passed from a parent component to a child component in React"".",a single-page application (SPA),client-side rendering (CSR),props (in React),a React hook,C,"props (in React) refers to: short for 'properties', data passed from a parent component to a child component in React",Web Development,Frontend
"Which term matches this description: ""a lightweight in-memory representation of the real DOM, used by frameworks like React to optimise updates""?",React,a hamburger menu,a React hook,a virtual DOM,D,"The description matches a virtual DOM: a lightweight in-memory representation of the real DOM, used by frameworks like React to optimise updates",Web Development,Frontend
"Fill in the blank: ______ refers to ""a popular open-source CSS framework used to build responsive, mobile-first websites"".",Bootstrap,a CSS selector,CSS variables (custom properties),CSS transform,A,"Bootstrap refers to: a popular open-source CSS framework used to build responsive, mobile-first websites",Web Development,CSS
What is the purpose of the CSS property 'visibility'?,adding a shadow effect around an element,specifying whether an element is visible or hidden while still occupying space,specifying the typeface used for text within an element,"specifying how an element is rendered, such as block, inline, or flex",B,The 'visibility' CSS property is used for specifying whether an element is visible or hidden while still occupying space.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a syntax extension for JavaScript that allows writing HTML-like code within React components"".",a hamburger menu,JSX (in React),props (in React),the useEffect hook (in React),B,JSX (in React) refers to: a syntax extension for JavaScript that allows writing HTML-like code within React components,Web Development,Frontend
"Fill in the blank: ______ refers to ""an HTML element that contains metadata about a document, such as its title and linked stylesheets"".",the <body> tag,the <head> tag,a favicon's file placement convention,a favicon's dimensions,B,"the <head> tag refers to: an HTML element that contains metadata about a document, such as its title and linked stylesheets",Web Development,HTML
"Which term matches this description: ""a high-level Python web framework that encourages rapid development and clean, pragmatic design""?",the User-Agent HTTP header,a RESTful API,Django,GraphQL,C,"The description matches Django: a high-level Python web framework that encourages rapid development and clean, pragmatic design",Web Development,Backend
"Which term matches this description: ""a design approach that begins with designing for the smallest screen size before scaling up to larger screens""?",normalize.css,a CSS reset stylesheet,a CSS selector,mobile-first design,D,The description matches mobile-first design: a design approach that begins with designing for the smallest screen size before scaling up to larger screens,Web Development,CSS
"Which term matches this description: ""a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites""?",state management (in frontend development),the useState hook (in React),Angular,a hamburger menu,D,"The description matches a hamburger menu: a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites",Web Development,Frontend
"Which term matches this description: ""the technique of managing navigation between different views or pages without a full page reload""?",routing (in single-page applications),a hamburger menu,a component (in frontend frameworks),React,A,The description matches routing (in single-page applications): the technique of managing navigation between different views or pages without a full page reload,Web Development,Frontend
Which statement correctly describes responsive web design?,a utility-first CSS framework that provides low-level classes for building custom designs directly in HTML,a design approach that begins with designing for the smallest screen size before scaling up to larger screens,a design approach ensuring web pages render well across a variety of devices and screen sizes,the practice of arranging and styling text on web pages for readability and visual appeal,C,"By definition, responsive web design is: a design approach ensuring web pages render well across a variety of devices and screen sizes",Web Development,CSS
"Which term matches this description: ""a testing environment that closely mirrors a live website, used to test changes before public release""?",a staging environment (in web development),caching (in web development),website hosting,browser caching (of static assets),A,"The description matches a staging environment (in web development): a testing environment that closely mirrors a live website, used to test changes before public release",Web Development,General Web Development
Which statement correctly describes JWT (JSON Web Token)?,an HTTP status code indicating an internal server error occurred while processing the request,a security tool that monitors and filters HTTP traffic between a web application and the internet,a query language for APIs that allows clients to request exactly the data they need,"a compact, URL-safe means of representing claims to be transferred between two parties, often used for authentication",D,"By definition, JWT (JSON Web Token) is: a compact, URL-safe means of representing claims to be transferred between two parties, often used for authentication",Web Development,Backend
Which statement correctly describes the cascade (in CSS)?,the practice of arranging and styling text on web pages for readability and visual appeal,"a property that defines how the width and height of an element are calculated, including or excluding padding and border",a specific screen width at which a website's layout changes to adapt to different devices,the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element,D,"By definition, the cascade (in CSS) is: the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element",Web Development,CSS
"Which term matches this description: ""a digital certificate that enables encrypted, secure communication between a browser and a website (HTTPS)""?",a favicon's role in bookmarking,an SSL certificate,WordPress,a staging environment (in web development),B,"The description matches an SSL certificate: a digital certificate that enables encrypted, secure communication between a browser and a website (HTTPS)",Web Development,General Web Development
Which statement correctly describes a CSS pseudo-element?,reusable values defined in CSS that can be referenced throughout a stylesheet using the var() function,a design approach ensuring web pages render well across a variety of devices and screen sizes,a stylesheet language used to describe the visual presentation of a document written in HTML,"a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",D,"By definition, a CSS pseudo-element is: a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",Web Development,CSS
"Which term matches this description: ""a CSS layout module designed to arrange items within a container efficiently, even with dynamic sizes""?",a CSS combinator,a CSS pseudo-element,Flexbox,responsive web design,C,"The description matches Flexbox: a CSS layout module designed to arrange items within a container efficiently, even with dynamic sizes",Web Development,CSS
What is Sass (Syntactically Awesome Style Sheets)?,a set of rules used to determine which CSS style is applied when multiple rules target the same element,a CSS preprocessor that adds features like variables and nesting to standard CSS,a design approach ensuring web pages render well across a variety of devices and screen sizes,a stylesheet language used to describe the visual presentation of a document written in HTML,B,Sass (Syntactically Awesome Style Sheets) is: a CSS preprocessor that adds features like variables and nesting to standard CSS,Web Development,CSS
Which statement correctly describes a favicon's alternative formats?,modern websites often provide multiple favicon sizes and formats for different devices and browsers,"typically shown to the left of a page's title in the browser tab, helping users identify the site visually",one of the earliest standardised ways for websites to display a custom icon in browser tabs and bookmarks,an HTML tag used to indicate the preferred version of a web page when duplicate content exists,A,"By definition, a favicon's alternative formats is: modern websites often provide multiple favicon sizes and formats for different devices and browsers",Web Development,HTML
What is the box-sizing CSS property?,"a property that defines how the width and height of an element are calculated, including or excluding padding and border","a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",a two-dimensional CSS layout system that allows for arranging content into rows and columns,a specific screen width at which a website's layout changes to adapt to different devices,A,"the box-sizing CSS property is: a property that defines how the width and height of an element are calculated, including or excluding padding and border",Web Development,CSS
Which statement correctly describes OAuth?,a security tool that monitors and filters HTTP traffic between a web application and the internet,an open standard authorization protocol that allows applications to access user data from other services without sharing passwords,"software that sits between a web server and application, processing requests before they reach their final destination","an automated HTTP callback triggered by a specific event, sending data to another application in real time",B,"By definition, OAuth is: an open standard authorization protocol that allows applications to access user data from other services without sharing passwords",Web Development,Backend
"Which term matches this description: ""the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>""?",an HTML tag,semantic HTML,the <head> tag,an HTML attribute,B,"The description matches semantic HTML: the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",Web Development,HTML
Which statement correctly describes a React hook?,a special function that lets developers use state and other React features in functional components,a standard library used to handle routing in React applications,"a software design approach where a user interface is built from small, independent, reusable pieces","the practice of building the visual, user-facing parts of a website or web application",A,"By definition, a React hook is: a special function that lets developers use state and other React features in functional components",Web Development,Frontend
"Which term matches this description: ""a design approach ensuring web pages render well across a variety of devices and screen sizes""?",the :hover pseudo-class,the difference between margin and padding,responsive web design,CSS specificity,C,The description matches responsive web design: a design approach ensuring web pages render well across a variety of devices and screen sizes,Web Development,CSS
What is the purpose of the CSS property 'border-radius'?,setting the height of an element,specifying what happens when content overflows an element's box,rounding the corners of an element's border,specifying the typeface used for text within an element,C,The 'border-radius' CSS property is used for rounding the corners of an element's border.,Web Development,CSS Properties
"Which term matches this description: ""a React hook that allows functional components to manage local state""?",frontend development,a virtual DOM,client-side rendering (CSR),the useState hook (in React),D,The description matches the useState hook (in React): a React hook that allows functional components to manage local state,Web Development,Frontend
Which statement correctly describes event delegation (in JavaScript)?,a syntax that allows unpacking values from arrays or properties from objects into distinct variables,a reusable block of code designed to perform a specific task in a script,a technique of attaching a single event listener to a parent element to manage events for its child elements,"a runtime environment that allows JavaScript to be executed outside a web browser, often used for server-side development",C,"By definition, event delegation (in JavaScript) is: a technique of attaching a single event listener to a parent element to manage events for its child elements",Web Development,JavaScript
"Fill in the blank: ______ refers to ""a CSS selector that applies styles to an element when a user's mouse pointer is over it"".",a breakpoint (in responsive design),the :hover pseudo-class,the box-sizing CSS property,a CSS transition,B,the :hover pseudo-class refers to: a CSS selector that applies styles to an element when a user's mouse pointer is over it,Web Development,CSS
Which statement correctly describes backend development?,a popular open-source web server known for its high performance and use as a reverse proxy,"an HTTP method used to send data to a server, often to create a new resource","a high-level Python web framework that encourages rapid development and clean, pragmatic design","the practice of building the server-side logic, databases, and application architecture behind a website",D,"By definition, backend development is: the practice of building the server-side logic, databases, and application architecture behind a website",Web Development,Backend
What is the purpose of the HTML tag <em>?,defining a standard data cell within an HTML table,"indicating emphasised text, typically displayed in italics","indicating text with strong importance, typically displayed in bold",defining a thematic grouping of content within a document,B,"The <em> tag is used for indicating emphasised text, typically displayed in italics.",Web Development,HTML Tags
"Fill in the blank: ______ refers to ""a standard library used to handle routing in React applications"".",React,React Router,a virtual DOM,routing (in single-page applications),B,React Router refers to: a standard library used to handle routing in React applications,Web Development,Frontend
Which CSS property is used for setting the height of a line of text?,text-align,visibility,overflow,line-height,D,'line-height' is used for setting the height of a line of text.,Web Development,CSS Properties
Which statement correctly describes a server (in web development)?,a query language for APIs that allows clients to request exactly the data they need,an HTTP method used to remove a specified resource from a server,"a computer or program that provides resources, data, or services to client devices over a network","a server that sits in front of web servers, forwarding client requests and often providing load balancing or caching",C,"By definition, a server (in web development) is: a computer or program that provides resources, data, or services to client devices over a network",Web Development,Backend
"Which term matches this description: ""a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated""?",cross-site request forgery (CSRF),GraphQL,API rate limiting,a template engine,A,The description matches cross-site request forgery (CSRF): a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated,Web Development,Backend
"Fill in the blank: ______ refers to ""a type of database that stores data in formats other than traditional relational tables, often used for scalability"".",a NoSQL database (in web context),a primary key (in web databases),database replication,a transaction (in databases),A,"a NoSQL database (in web context) refers to: a type of database that stores data in formats other than traditional relational tables, often used for scalability",Web Development,Databases
What is the purpose of the HTML tag <br>?,defining a row within an HTML table,embedding an image into a page,creating a dropdown list of options,inserting a single line break,D,The <br> tag is used for inserting a single line break.,Web Development,HTML Tags
Which HTML tag is used for creating an input field for user data entry?,<table>,<a>,<input>,<hr>,C,<input> is used for creating an input field for user data entry.,Web Development,HTML Tags
What is the purpose of the CSS property 'font-size'?,setting the height of a line of text,setting the size of the text within an element,specifying the type of cursor displayed when hovering over an element,setting the text colour of an element,B,The 'font-size' CSS property is used for setting the size of the text within an element.,Web Development,CSS Properties
Which statement correctly describes the CSS box model?,"a CSS selector that targets elements with a specific class attribute, denoted by a period","a concept describing how elements are structured with content, padding, border, and margin","margin creates space outside an element's border, while padding creates space inside it, between content and border",the mechanism by which certain CSS property values are passed down from a parent element to its children,B,"By definition, the CSS box model is: a concept describing how elements are structured with content, padding, border, and margin",Web Development,CSS
What is the purpose of the CSS property 'font-weight'?,setting the border around an element,setting the space between an element's content and its border,setting the boldness of text within an element,specifying the type of cursor displayed when hovering over an element,C,The 'font-weight' CSS property is used for setting the boldness of text within an element.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a minimal and flexible web application framework for Node.js, used to build APIs and web servers"".",an HTTP response,Node.js's Express framework,a PUT request,a web application firewall (WAF),B,"Node.js's Express framework refers to: a minimal and flexible web application framework for Node.js, used to build APIs and web servers",Web Development,Backend
Which statement correctly describes a CSS reset stylesheet?,a stylesheet used to remove browser default styling inconsistencies before applying custom styles,"a CSS feature that applies styles conditionally based on device characteristics, such as screen width",a set of rules used to determine which CSS style is applied when multiple rules target the same element,"a property that allows elements to be visually manipulated, such as rotated, scaled, or translated",A,"By definition, a CSS reset stylesheet is: a stylesheet used to remove browser default styling inconsistencies before applying custom styles",Web Development,CSS
"Fill in the blank: ______ refers to ""the delay between a user's request and the server's response, affecting how fast a page loads"".",web page latency,DNS (Domain Name System),continuous deployment (in web projects),a full-stack developer,A,"web page latency refers to: the delay between a user's request and the server's response, affecting how fast a page loads",Web Development,General Web Development
Which statement correctly describes localStorage (in web development)?,a feature where an inner function retains access to variables from its outer function's scope even after the outer function has finished executing,a named container used to store data values that can change during script execution,a web storage feature that allows data to be saved in a browser with no expiration time,a way to opt into a restricted variant of JavaScript that catches common coding mistakes and prevents unsafe actions,C,"By definition, localStorage (in web development) is: a web storage feature that allows data to be saved in a browser with no expiration time",Web Development,JavaScript
Which CSS property is used for setting the width of an element?,margin,background-color,width,font-family,C,'width' is used for setting the width of an element.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a website that displays the same fixed content to every visitor, without server-side processing"".",a static website,A/B testing (in web development),browser developer tools,a dynamic website,A,"a static website refers to: a website that displays the same fixed content to every visitor, without server-side processing",Web Development,General Web Development
Which statement correctly describes mobile-first design?,a CSS preprocessor that adds features like variables and nesting to standard CSS,a two-dimensional CSS layout system that allows for arranging content into rows and columns,"a symbol in a CSS selector that defines the relationship between multiple selectors, such as descendant or child",a design approach that begins with designing for the smallest screen size before scaling up to larger screens,D,"By definition, mobile-first design is: a design approach that begins with designing for the smallest screen size before scaling up to larger screens",Web Development,CSS
"Which term matches this description: ""to visually represent a website in browser tabs, bookmarks, and history""?",a favicon's typical file format,A/B testing (in web development),a full-stack developer,a favicon's purpose,D,"The description matches a favicon's purpose: to visually represent a website in browser tabs, bookmarks, and history",Web Development,General Web Development
"Which term matches this description: ""the practice of managing changes to an API over time by maintaining multiple versions for compatibility""?",GraphQL,an HTTP response,API versioning,the 200 status code,C,The description matches API versioning: the practice of managing changes to an API over time by maintaining multiple versions for compatibility,Web Development,Backend
"Which term matches this description: ""a programming interface that represents the structure of a web page as a tree of objects, enabling scripts to interact with it""?",the DOM (Document Object Model),async/await (in JavaScript),the map() array method,the JavaScript console,A,"The description matches the DOM (Document Object Model): a programming interface that represents the structure of a web page as a tree of objects, enabling scripts to interact with it",Web Development,JavaScript
What is a favicon's role in bookmarking?,"the delay between a user's request and the server's response, affecting how fast a page loads",helping users visually identify a bookmarked site in their browser's bookmark list,"software that allows users to create, manage, and modify website content without specialised technical knowledge","a testing environment that closely mirrors a live website, used to test changes before public release",B,a favicon's role in bookmarking is: helping users visually identify a bookmarked site in their browser's bookmark list,Web Development,General Web Development
What does HTTP status code 201 mean?,Not Modified — the resource has not changed since the last request,Request Timeout — the server timed out waiting for the request,Created — the request has succeeded and a new resource has been created,Internal Server Error — the server encountered an unexpected condition,C,HTTP 201: Created — the request has succeeded and a new resource has been created.,Web Development,HTTP Status Codes
"Which term matches this description: ""a generic HTML container element used to group and style content""?",a favicon.ico file's history,the <div> tag,the <span> tag,a favicon's alternative formats,B,The description matches the <div> tag: a generic HTML container element used to group and style content,Web Development,HTML
What is web performance optimisation?,the practice of designing websites so they can be used effectively by people with disabilities,techniques used to improve the loading speed and responsiveness of a website,a developer skilled in both frontend and backend web development,the process by which search engines crawl and store information about web pages to include them in search results,B,web performance optimisation is: techniques used to improve the loading speed and responsiveness of a website,Web Development,General Web Development
"Which term matches this description: ""an HTTP method used to request data from a specified resource, without modifying it""?",an HTTP request,a GET request,middleware (in web development),cross-site scripting (XSS),B,"The description matches a GET request: an HTTP method used to request data from a specified resource, without modifying it",Web Development,Backend
What is server-side APIs?,a major revision of the HTTP protocol that improves performance through features like multiplexing and header compression,"a web application framework written in Ruby, known for its convention-over-configuration philosophy",interfaces provided by a backend server that allow client applications to request and send data,a device or software that distributes incoming network traffic across multiple servers to ensure reliability,C,server-side APIs is: interfaces provided by a backend server that allow client applications to request and send data,Web Development,Backend
"Which term matches this description: ""the mechanism by which certain CSS property values are passed down from a parent element to its children""?",the CSS box model,CSS inheritance,Tailwind CSS,the difference between margin and padding,B,The description matches CSS inheritance: the mechanism by which certain CSS property values are passed down from a parent element to its children,Web Development,CSS
"Which term matches this description: ""a specific screen width at which a website's layout changes to adapt to different devices""?",CSS (Cascading Style Sheets),CSS transform,the viewport (in web design),a breakpoint (in responsive design),D,The description matches a breakpoint (in responsive design): a specific screen width at which a website's layout changes to adapt to different devices,Web Development,CSS
What is Nginx?,a security tool that monitors and filters HTTP traffic between a web application and the internet,a popular open-source web server known for its high performance and use as a reverse proxy,"a message sent by a server back to a client, containing the requested data or status information","a message sent by a client to a server, requesting a specific action or resource",B,Nginx is: a popular open-source web server known for its high performance and use as a reverse proxy,Web Development,Backend
"Fill in the blank: ______ refers to ""a web application framework written in Ruby, known for its convention-over-configuration philosophy"".",a RESTful API,Ruby on Rails,server-side rendering (SSR),a web application firewall (WAF),B,"Ruby on Rails refers to: a web application framework written in Ruby, known for its convention-over-configuration philosophy",Web Development,Backend
"Which term matches this description: ""a query language for APIs that allows clients to request exactly the data they need""?",Nginx,HTTP headers,an HTTP request,GraphQL,D,The description matches GraphQL: a query language for APIs that allows clients to request exactly the data they need,Web Development,Backend
Which HTML tag is used for creating a multi-line text input field?,<a>,<textarea>,<h1> to <h6>,<hr>,B,<textarea> is used for creating a multi-line text input field.,Web Development,HTML Tags
Which HTML tag is used for defining a header cell within an HTML table?,<th>,<strong>,<label>,<br>,A,<th> is used for defining a header cell within an HTML table.,Web Development,HTML Tags
"Which term matches this description: ""the process of copying data from one database server to another to improve availability and reliability""?",a transaction (in databases),database migrations,a primary key (in web databases),database replication,D,The description matches database replication: the process of copying data from one database server to another to improve availability and reliability,Web Development,Databases
What is alt text (in HTML images)?,an HTML tag used to indicate the preferred version of a web page when duplicate content exists,an HTML tag used to control the layout and scaling of a web page on mobile devices,"descriptive text provided for an image, used by screen readers and displayed if the image fails to load",a keyword enclosed in angle brackets used to define the structure and elements of a web page,C,"alt text (in HTML images) is: descriptive text provided for an image, used by screen readers and displayed if the image fails to load",Web Development,HTML
What is a JavaScript variable?,a technique of attaching a single event listener to a parent element to manage events for its child elements,a named container used to store data values that can change during script execution,"a programming interface that represents the structure of a web page as a tree of objects, enabling scripts to interact with it",a tool used to bundle JavaScript files and other assets into optimised packages for deployment,B,a JavaScript variable is: a named container used to store data values that can change during script execution,Web Development,JavaScript
"Which term matches this description: ""a sequence of database operations treated as a single unit, ensuring all operations succeed or none do""?",database migrations,a transaction (in databases),connection pooling (in databases),a schema (in databases),B,"The description matches a transaction (in databases): a sequence of database operations treated as a single unit, ensuring all operations succeed or none do",Web Development,Databases
"Fill in the blank: ______ refers to ""the mechanism by which certain CSS property values are passed down from a parent element to its children"".",the difference between margin and padding,the box-sizing CSS property,CSS inheritance,a CSS selector,C,CSS inheritance refers to: the mechanism by which certain CSS property values are passed down from a parent element to its children,Web Development,CSS
"Which term matches this description: ""a human-readable address used to identify a website on the internet, such as 'example.com'""?",a domain name,a web framework,a favicon's typical file format,a progressive web app (PWA),A,"The description matches a domain name: a human-readable address used to identify a website on the internet, such as 'example.com'",Web Development,General Web Development
Which statement correctly describes a PUT request?,"an HTTP method used to send data to a server, often to create a new resource","a server that sits in front of web servers, forwarding client requests and often providing load balancing or caching",an HTTP method used to update an existing resource on a server with new data,"a message sent by a server back to a client, containing the requested data or status information",C,"By definition, a PUT request is: an HTTP method used to update an existing resource on a server with new data",Web Development,Backend
Which statement correctly describes browser caching (of static assets)?,the practice of storing website files like images and scripts on a user's device to speed up future visits,the process of removing unnecessary characters from code to reduce file size without changing functionality,a secondary navigation aid that shows a user's location within a website's hierarchy,the practice of improving a website to increase its visibility in search engine results,A,"By definition, browser caching (of static assets) is: the practice of storing website files like images and scripts on a user's device to speed up future visits",Web Development,General Web Development
"Which term matches this description: ""a web storage feature that allows data to be saved in a browser with no expiration time""?",closures (in JavaScript),localStorage (in web development),a JavaScript event listener,async/await (in JavaScript),B,The description matches localStorage (in web development): a web storage feature that allows data to be saved in a browser with no expiration time,Web Development,JavaScript
"Fill in the blank: ______ refers to ""a set of built-in tools in web browsers used to inspect, debug, and test web page code"".",an SSL certificate,SEO (Search Engine Optimisation),a dynamic website,browser developer tools,D,"browser developer tools refers to: a set of built-in tools in web browsers used to inspect, debug, and test web page code",Web Development,General Web Development
Which statement correctly describes the <head> tag?,"an HTML element that contains metadata about a document, such as its title and linked stylesheets",an HTML tag used to control the layout and scaling of a web page on mobile devices,additional information provided within an HTML tag to modify an element's behaviour or appearance,a keyword enclosed in angle brackets used to define the structure and elements of a web page,A,"By definition, the <head> tag is: an HTML element that contains metadata about a document, such as its title and linked stylesheets",Web Development,HTML
Which statement correctly describes lazy loading?,"software that allows users to create, manage, and modify website content without specialised technical knowledge","commonly a .ico file, though modern browsers also support .png and .svg formats","to visually represent a website in browser tabs, bookmarks, and history","a technique that delays loading of non-critical resources, such as images, until they are needed",D,"By definition, lazy loading is: a technique that delays loading of non-critical resources, such as images, until they are needed",Web Development,General Web Development
What is PHP (in web development)?,a widely used server-side scripting language designed for web development,an architectural style for designing networked applications using standard HTTP methods to access resources,a way of storing information about a user's interaction with a website across multiple requests,the practice of managing changes to an API over time by maintaining multiple versions for compatibility,A,PHP (in web development) is: a widely used server-side scripting language designed for web development,Web Development,Backend
Which statement correctly describes a canonical URL tag?,an HTML tag used to indicate the preferred version of a web page when duplicate content exists,a generic HTML container element used to group and style content,"an HTML component used to collect user input, such as text fields, checkboxes, or buttons","the practice of using HTML markup that conveys the meaning of content, improving accessibility and SEO",A,"By definition, a canonical URL tag is: an HTML tag used to indicate the preferred version of a web page when duplicate content exists",Web Development,HTML
What is a static website?,"a website that displays the same fixed content to every visitor, without server-side processing","the delay between a user's request and the server's response, affecting how fast a page loads","a distributed network of servers that delivers web content to users based on their geographic location, improving speed","a file used to store configuration variables, such as API keys, outside of a project's source code",A,"a static website is: a website that displays the same fixed content to every visitor, without server-side processing",Web Development,General Web Development
Which statement correctly describes a domain name?,a security process requiring two different forms of identification before granting access to an account,"a testing environment that closely mirrors a live website, used to test changes before public release","a human-readable address used to identify a website on the internet, such as 'example.com'",the process by which search engines crawl and store information about web pages to include them in search results,C,"By definition, a domain name is: a human-readable address used to identify a website on the internet, such as 'example.com'",Web Development,General Web Development
Which statement correctly describes DNS (Domain Name System)?,a system that translates human-readable domain names into IP addresses used by computers,the practice of ensuring a website functions correctly across different web browsers,"a small icon associated with a website, typically displayed in the browser tab",a security process requiring two different forms of identification before granting access to an account,A,"By definition, DNS (Domain Name System) is: a system that translates human-readable domain names into IP addresses used by computers",Web Development,General Web Development
Which statement correctly describes the 500 status code?,an HTTP status code indicating an internal server error occurred while processing the request,a query language for APIs that allows clients to request exactly the data they need,"a device or program, such as a web browser, that requests resources or services from a server","an automated HTTP callback triggered by a specific event, sending data to another application in real time",A,"By definition, the 500 status code is: an HTTP status code indicating an internal server error occurred while processing the request",Web Development,Backend
"Which term matches this description: ""a CSS selector that applies styles to an element when a user's mouse pointer is over it""?",the cascade (in CSS),a pseudo-class (in CSS),the :hover pseudo-class,an ID selector (in CSS),C,The description matches the :hover pseudo-class: a CSS selector that applies styles to an element when a user's mouse pointer is over it,Web Development,CSS
What is JSX (in React)?,a collection of reusable components and standards used to maintain consistency across a website or application,a syntax extension for JavaScript that allows writing HTML-like code within React components,data managed within a component that can change over time and triggers a re-render when updated,"a special attribute used to help React identify which list items have changed, been added, or removed",B,JSX (in React) is: a syntax extension for JavaScript that allows writing HTML-like code within React components,Web Development,Frontend
What is a sticky header (in web design)?,"a symbol in a CSS selector that defines the relationship between multiple selectors, such as descendant or child","a keyword added to a selector that specifies a special state of an element, such as :hover",the mechanism by which certain CSS property values are passed down from a parent element to its children,a navigation bar that remains fixed at the top of the screen as a user scrolls down a page,D,a sticky header (in web design) is: a navigation bar that remains fixed at the top of the screen as a user scrolls down a page,Web Development,CSS
What is a webhook (in web development)?,an HTTP status code indicating that the requested resource could not be found on the server,an HTTP status code indicating an internal server error occurred while processing the request,a browser security feature that controls how resources can be requested from a different domain than the one serving the page,"an automated HTTP callback triggered by a specific event, sending data to another application in real time",D,"a webhook (in web development) is: an automated HTTP callback triggered by a specific event, sending data to another application in real time",Web Development,Backend
What is CSS (Cascading Style Sheets)?,a two-dimensional CSS layout system that allows for arranging content into rows and columns,"a property that allows elements to be visually manipulated, such as rotated, scaled, or translated","a CSS selector that targets a single element with a specific ID attribute, denoted by a hash symbol",a stylesheet language used to describe the visual presentation of a document written in HTML,D,CSS (Cascading Style Sheets) is: a stylesheet language used to describe the visual presentation of a document written in HTML,Web Development,CSS
